step,INFO-RACE-010-010-uninformed_num,INFO-RACE-010-010-uninformed_coverage,INFO-RACE-010-010-disinformed_num,INFO-RACE-010-010-disinformed_coverage,INFO-RACE-010-010-informed_num,INFO-RACE-010-010-informed_coverage
1,9961.73,0.9953004699530047,21.39,0.0024997500249975004,17.88,0.0021997800219978004
2,9882.1,0.9828017198280172,64.68,0.008099190080991902,54.22,0.009099090090990901
3,9740.61,0.9628037196280372,142.58,0.017698230176982303,117.81,0.019498050194980503
4,9517.21,0.9328067193280672,264.97,0.032396760323967606,218.82,0.0347965203479652
5,9206.61,0.8949105089491051,431.3,0.051594840515948405,363.09,0.05349465053494651
6,8814.33,0.8496150384961504,638.84,0.0735926407359264,547.83,0.07679232076792321
7,8357.33,0.7998200179982001,879.0,0.10008999100089991,764.67,0.10008999100089991
8,7858.31,0.7448255174482552,1140.04,0.128987101289871,1002.65,0.12618738126187382
9,7337.31,0.6907309269073093,1410.32,0.1553844615538446,1253.37,0.1538846115388461
10,6804.26,0.6327367263273672,1685.05,0.1842815718428157,1511.69,0.18298170182981702
11,6282.27,0.5798420157984202,1953.14,0.2084791520847915,1765.59,0.2116788321167883
12,5772.99,0.5287471252874713,2214.84,0.2338766123387661,2013.17,0.23737626237376264
13,5286.48,0.47825217478252174,2463.88,0.25747425257474255,2250.64,0.2642735726427357
14,4825.73,0.43715628437156284,2701.53,0.2783721627837216,2473.74,0.28447155284471554
15,4397.04,0.3965603439656034,2920.04,0.2980701929807019,2683.92,0.3053694630536946
16,4001.99,0.3604639536046395,3123.19,0.31456854314568544,2875.82,0.32496750324967505
17,3635.41,0.3271672832716728,3310.88,0.33086691330866913,3054.71,0.34196580341965804
18,3299.47,0.29847015298470153,3481.97,0.34536546345365465,3219.56,0.3561643835616438
19,2992.05,0.27047295270472954,3639.15,0.35896410358964104,3369.8,0.3705629437056294
20,2712.76,0.24327567243275672,3782.71,0.37236276372362764,3505.53,0.38436156384361564
21,2460.04,0.21927807219278073,3912.21,0.3838616138386161,3628.75,0.39686031396860316
22,2227.77,0.1964803519648035,4030.8,0.395960403959604,3742.43,0.40755924407559246
23,2016.85,0.17638236176382363,4138.4,0.40585941405859416,3845.75,0.41775822417758224
24,1825.96,0.1598840115988401,4236.38,0.4146585341465853,3938.66,0.42545745425457454
25,1652.37,0.14538546145385461,4325.36,0.4226577342265773,4023.27,0.43195680431956807
26,1497.13,0.13158684131586842,4406.26,0.42905709429057093,4097.61,0.4393560643935606
27,1356.31,0.11858814118588142,4478.54,0.43545645435456454,4166.15,0.44595540445955406
28,1227.9,0.1070892910708929,4544.41,0.44075592440755923,4228.69,0.45215478452154784
29,1112.89,0.09709029097090291,4603.21,0.44615538446155384,4284.9,0.4567543245675432
30,1007.64,0.08899110088991101,4657.43,0.4497550244975502,4335.93,0.46125387461253875
31,912.38,0.07989201079892011,4706.59,0.45445455454454553,4382.03,0.46565343465653436
32,826.56,0.07289271072892711,4750.87,0.45725427457254275,4423.57,0.46985301469853014
33,748.6,0.0658934106589341,4791.13,0.46025397460253975,4461.27,0.47385261473852613
34,678.35,0.059494050594940506,4827.04,0.46355364463553644,4495.61,0.47695230476952305
35,614.47,0.053094690530946904,4859.7,0.46665333466653336,4526.83,0.48025197480251974
36,556.79,0.048595140485951406,4889.64,0.46895310468953105,4554.57,0.4824517548245176
37,505.82,0.0438956104389561,4916.68,0.47095290470952905,4578.5,0.4851514848515148
38,458.56,0.039396060393960604,4940.99,0.4734526547345265,4601.45,0.4871512848715128
39,416.29,0.035596440355964404,4962.84,0.47505249475052497,4621.87,0.48935106489351066
40,377.65,0.031996800319968,4982.55,0.47655234476552344,4640.8,0.4914508549145086
41,342.62,0.028697130286971302,5000.47,0.47825217478252174,4657.91,0.49305069493050696
42,310.51,0.026297370262973702,5017.28,0.47925207479252074,4673.21,0.49445055494450557
43,282.05,0.0235976402359764,5032.01,0.4804519548045195,4686.94,0.49595040495950404
44,257.11,0.021897810218978103,5045.22,0.48105189481051897,4698.67,0.49705029497050296
45,232.98,0.0201979802019798,5057.31,0.48225177482251774,4710.71,0.49755024497550243
46,211.61,0.0184981501849815,5068.36,0.48355164483551644,4721.03,0.49795020497950204
47,192.73,0.016798320167983202,5077.81,0.4844515548445156,4730.46,0.49875012498750126
48,174.82,0.0150984901509849,5086.82,0.48525147485251474,4739.36,0.49965003499650035
49,158.64,0.013998600139986002,5094.87,0.48555144485551444,4747.49,0.5004499550044995
50,144.24,0.012898710128987101,5102.32,0.48635136486351366,4754.44,0.5007499250074993
51,130.86,0.012198780121987801,5108.75,0.48665133486651335,4761.39,0.5011498850114988
52,119.06,0.0105989401059894,5114.65,0.4871512848715128,4767.29,0.5022497750224978
53,108.37,0.0098990100989901,5120.07,0.48755124487551244,4772.56,0.5025497450254974
54,98.71,0.008999100089991,5125.14,0.48795120487951205,4777.15,0.5030496950304969
55,89.96,0.0082991700829917,5129.35,0.4881511848815118,4781.69,0.5035496450354965
56,82.13,0.006799320067993201,5133.32,0.4891510848915108,4785.55,0.504049595040496
57,74.68,0.006399360063993601,5137.35,0.48935106489351066,4788.97,0.5042495750424958
58,67.9,0.0058994100589941,5140.89,0.48965103489651035,4792.21,0.5044495550444955
59,60.99,0.005099490050994901,5144.3,0.48995100489951005,4795.71,0.5049495050494951
60,56.0,0.0045995400459954,5146.86,0.4901509849015098,4798.14,0.5052494750524947
61,50.74,0.0040995900409959,5149.8,0.49025097490250974,4800.46,0.5056494350564944
62,46.13,0.0036996300369963003,5152.21,0.49035096490350966,4802.66,0.505949405059494
63,42.12,0.0036996300369963003,5154.35,0.49035096490350966,4804.53,0.505949405059494
64,38.5,0.0035996400359964,5156.25,0.49035096490350966,4806.25,0.506049395060494
65,35.05,0.0030996900309969004,5158.14,0.49055094490550943,4807.81,0.5063493650634937
66,31.6,0.0023997600239976003,5159.88,0.49105089491050896,4809.52,0.5065493450654934
67,28.64,0.0021997800219978004,5161.45,0.49105089491050896,4810.91,0.5067493250674933
68,25.98,0.0020997900209979003,5162.89,0.49105089491050896,4812.13,0.5068493150684932
69,23.51,0.001999800019998,5164.13,0.49105089491050896,4813.36,0.5069493050694931
70,21.36,0.0016998300169983002,5165.17,0.49135086491350866,4814.47,0.5069493050694931
71,19.17,0.0014998500149985001,5166.31,0.49135086491350866,4815.52,0.5071492850714928
72,17.28,0.0012998700129987,5167.26,0.49155084491550843,4816.46,0.5071492850714928
73,15.8,9.99900009999E-4,5168.03,0.49175082491750827,4817.17,0.5072492750724927
74,14.22,8.999100089991E-4,5168.88,0.49175082491750827,4817.9,0.5073492650734927
75,12.82,8.999100089991E-4,5169.59,0.49175082491750827,4818.59,0.5073492650734927
76,11.53,5.999400059994001E-4,5170.32,0.49185081491850813,4819.15,0.5075492450754925
77,10.51,5.999400059994001E-4,5170.8,0.49185081491850813,4819.69,0.5075492450754925
78,9.64,5.999400059994001E-4,5171.24,0.49185081491850813,4820.12,0.5075492450754925
79,8.82,4.999500049995E-4,5171.57,0.49185081491850813,4820.61,0.5076492350764924
80,8.01,4.999500049995E-4,5172.04,0.49185081491850813,4820.95,0.5076492350764924
81,7.26,3.9996000399960006E-4,5172.43,0.49195080491950804,4821.31,0.5076492350764924
82,6.62,3.9996000399960006E-4,5172.79,0.49195080491950804,4821.59,0.5076492350764924
83,6.11,3.9996000399960006E-4,5173.07,0.49195080491950804,4821.82,0.5076492350764924
84,5.51,3.9996000399960006E-4,5173.35,0.49195080491950804,4822.14,0.5076492350764924
85,4.9,3.9996000399960006E-4,5173.71,0.49195080491950804,4822.39,0.5076492350764924
86,4.33,3.9996000399960006E-4,5173.98,0.49195080491950804,4822.69,0.5076492350764924
87,3.89,3.9996000399960006E-4,5174.21,0.49195080491950804,4822.9,0.5076492350764924
88,3.46,2.9997000299970003E-4,5174.43,0.49195080491950804,4823.11,0.5077492250774922
89,3.03,1.9998000199980003E-4,5174.67,0.49205079492050796,4823.3,0.5077492250774922
90,2.7,1.9998000199980003E-4,5174.8,0.49205079492050796,4823.5,0.5077492250774922
91,2.47,1.9998000199980003E-4,5174.93,0.49205079492050796,4823.6,0.5077492250774922
92,2.16,1.9998000199980003E-4,5175.06,0.49205079492050796,4823.78,0.5077492250774922
93,1.96,1.9998000199980003E-4,5175.16,0.49205079492050796,4823.88,0.5077492250774922
94,1.79,1.9998000199980003E-4,5175.27,0.49205079492050796,4823.94,0.5077492250774922
95,1.66,1.9998000199980003E-4,5175.32,0.49205079492050796,4824.02,0.5077492250774922
96,1.55,1.9998000199980003E-4,5175.38,0.49205079492050796,4824.07,0.5077492250774922
97,1.43,9.999000099990002E-5,5175.43,0.4921507849215078,4824.14,0.5077492250774922
98,1.33,9.999000099990002E-5,5175.49,0.4921507849215078,4824.18,0.5077492250774922
99,1.23,9.999000099990002E-5,5175.56,0.4921507849215078,4824.21,0.5077492250774922
100,1.11,9.999000099990002E-5,5175.62,0.4921507849215078,4824.27,0.5077492250774922
